Repository,Repo Description,Keyword,Commit Link,Commit Description,Labels,Sentiment
https://github.com/Andretalyss/Infra-as-Code.git,Study and implement terraform resources for AWS.,pay,https://github.com/Andretalyss/Infra-as-Code/commit/0edf235435500e8613e4d65c3feba116ae2aed12,"Criando EC2, DYNAMODB, S3-BUCKET, SECURITY-GROUPS, KEY-PAYR with TERRAFORM",other-false_positive,
https://github.com/shikharms/Terraform-on-Google-Cloud.git,This module allows you to create opinionated Google Cloud Platform projects.,bill,https://github.com/shikharms/Terraform-on-Google-Cloud/commit/39891d950433a683da2c75b4187728f9af1c5441,"Fix typo, rename billing acount and services variables",fork-refactor-billing,
https://github.com/shikharms/Terraform-on-Google-Cloud.git,,bill,https://github.com/shikharms/Terraform-on-Google-Cloud/commit/6c93392a5ff6bc45a36eba689d44980ce5f0baf8,Grant billing user permission during testing,fork-addition-billing,
https://github.com/shikharms/Terraform-on-Google-Cloud.git,,bill,https://github.com/shikharms/Terraform-on-Google-Cloud/commit/1b4954a704fc03d5109b5615f7cfef824ff7211a,enable google billing budget apis in parent project,fork-addition-billing,
https://github.com/shikharms/Terraform-on-Google-Cloud.git,,bill,https://github.com/shikharms/Terraform-on-Google-Cloud/commit/f580cae362e7bd01e9b52ff6fb329c19ccebc3da,give test user billing admin to billing account to create budgets,fork-addition-billing,
https://github.com/shikharms/Terraform-on-Google-Cloud.git,,bill,https://github.com/shikharms/Terraform-on-Google-Cloud/commit/bc9891a7b6f3b576ca7cf7ddeb23022efa000a4c,enable pubsub for setup project for billing test,fork-addition-billing,
https://github.com/shikharms/Terraform-on-Google-Cloud.git,,bill,https://github.com/shikharms/Terraform-on-Google-Cloud/commit/64461a22b225960357ef866bdef8c1d2693733f7,fix: billing budget tests (#594),fork-bug_fix-billing,
https://github.com/shikharms/Terraform-on-Google-Cloud.git,,bill,https://github.com/shikharms/Terraform-on-Google-Cloud/commit/b6d7bf1af2062e557b3fb2c883879554e10d7702,"fix: billing_budget resource should use GA provider (#626)

Co-authored-by: Morgante Pell <morgantep@google.com>",fork-false_positive,
https://github.com/techservicesillinois/aws-enterprise-vpc.git,"This infrastructure-as-code (IaC) repository is intended to help you efficiently deploy your own Enterprise VPC, as documented in Amazon Web Services VPC Guide for Illinois.",cost,https://github.com/techservicesillinois/aws-enterprise-vpc/commit/0d21bea79e1936e2bdaee58bd6e328dd08e59b30,"bootstrap: change DynamoDB billing_mode to ""PAY_PER_REQUEST""

As of this writing, minimal PROVISIONED mode is only costing us $0.56/month, but it would take ~373k (each) read and write requests to spend that much with on-demand pricing","cost-awareness-storage, cost-saving-storage",
https://github.com/wallnerryan/terraform-scaleio.git," Terraform kit for trying out ScaleIO 1.32 on public clouds
",cheap,https://github.com/wallnerryan/terraform-scaleio/commit/605e74facfa2ff519ba5cda6e57474666901bd8c,Allow for cheaper instances and choosing instance types,cost-awareness-instance,
https://github.com/tedilabs/terraform-aws-account.git,Terraform module which creates Account and IAM related resources on AWS.,bill,https://github.com/tedilabs/terraform-aws-account/commit/92fbc427cf50e2a8350bcac7237e08eccddf239b,Fix iam_user_access_to_billing forced_replacement issue in org-account,other-bug_fix-flags,
https://github.com/dstine/sites.git,empty readme,cost,https://github.com/dstine/sites/commit/77347554c638f967f595d65afc0f1ab5bb3375bc,cost allocation tags,other-addition-tags,
https://github.com/cloudposse/terraform-aws-alb.git,"Terraform module to create an ALB, default ALB listener(s), and a default ALB target and related security groups.",cost,https://github.com/cloudposse/terraform-aws-alb/commit/c3c8dd8bebf14f91518253cadadc6d8a88b5ea09,"Add enabled variable (#56)

## what
This allows the ALB to be created selectively.

## why
As a cost saving measure, I want to be able to create an ALB per AWS account for a given application and then create multiple target groups.  

## references
* This addresses https://github.com/cloudposse/terraform-aws-alb/issues/55.
* Closes #55","other-addition-vars, cost-saving-provider",
https://github.com/byu-oit/terraform-aws-rds.git,This terraform deploys an RDS instance.,cheap,https://github.com/byu-oit/terraform-aws-rds/commit/86a0795540edb426c3226775d73fcd4ce807d36a,"Change default to t3 family

Because t3 instances are cheaper and are sometimes more performant, the BYU cloud office is considering preventing t2 hardware from being launched to encourage the use of t3 instances. Regardless of the decision the cloud office makes, t3 family instances seem like a better default for cost and performance reasons.",cost-saving-instance,
https://github.com/language-learners/terraform.git,Server and deployment configuration using Terraform,cost,https://github.com/language-learners/terraform/commit/7ed50e429a05c032e261b557c726402d7097327a,"Switch from nginx docker proxy to ALB

We used to handle load balancing using
https://github.com/JrCs/docker-letsencrypt-nginx-proxy-companion. This
broke and proved hard to fix. After trying Caddy, I gave up and switched
to an AWS Application Load Balancer and the AWS Certificate Manager, at
the cost of adding some ridiculously baroque setup.

I need to go back and comment some of this, but for now, I need sleep.",other-performance-unknown,
https://github.com/akaron/kubeadm_aws.git,"Deploy a kubernetes (k8s) cluster in aws use vagrant, terraform, ansible, and kubeadm.",cost,https://github.com/akaron/kubeadm_aws/commit/2e2092ec94b27a4c3f0b9f4ee4d46a1983a72518,minor updates: use 1 master to save cost, volume_size as variable,cost-saving-unknown
https://github.com/ryte/INF-tf-waf.git,Terraform module for creating WAF rules and ACLs,cost,https://github.com/ryte/INF-tf-waf/commit/e42e7af2cfd40292ce419c543ea41c3ab517e4db,Add cost-allocation tags,other-addition-tags,
https://github.com/PaloAltoNetworks/terraform-azurerm-vmseries-modules.git,A set of modules for using Palo Alto Networks VM-Series firewalls to provide control and protection to your applications running on Azure Cloud.,cost,https://github.com/PaloAltoNetworks/terraform-azurerm-vmseries-modules/commit/c50fd3b3f25f87a6326684ad44d507d187e24874,"feat(vm-series): SystemAssigned identity a default

By default use a managed identity instead of none. It's costless:
https://docs.microsoft.com/en-us/azure/active-directory/managed-identities-azure-resources/services-support-managed-identities",cost-awareness-feature,
https://github.com/PaloAltoNetworks/terraform-azurerm-vmseries-modules.git,,cost,https://github.com/PaloAltoNetworks/terraform-azurerm-vmseries-modules/commit/d9b4b9dcb95b96bdfb09f9631acd91ab34aa7dcf,"feat(vm-series): add Application Insights metrics

Verified that the defaults here do not currently cost anything and do
not require extra permissions. Users are billed only when they actually
manually paste the metrics_instrumentation_key by GB of metrics sent.

An opinionated setup is thus to furnish a single Application Insights
for every module instantiation.

Seemingly, no RBAC changes are required for this to work, it doesn't
matter if firewall runs on a SystemAssigned or a UserAssigned or even
No Identity.",cost-awareness-feature,
https://github.com/PaloAltoNetworks/terraform-azurerm-vmseries-modules.git,,expense,https://github.com/PaloAltoNetworks/terraform-azurerm-vmseries-modules/commit/72e7126b0baf6e039f70c12262d11e7ea7562189,"feat(examples/common): clearly show ""bundle1""

The ""bundle1"" is great for a newcomer, but financially expensive for the
devs. Just show visibly, so that devs could catch on and change to byol.",cost-awareness-feature,
https://github.com/UrbanOS-Examples/common.git,"
A collection of terraform scripts to be run by the continuous integration/continuous delivery mechanism to deploy, maintain, and update the various environments in the Smart Columbus Operating System.",expense,https://github.com/UrbanOS-Examples/common/commit/206394bcc75866953f64cbf3bd6214e4e6f96e91,"Right size Kong instance

Kong is serverely under-utilized in every environment,
including prod.
Bring the instance down to a less expensive option.",cost-saving-instance,
https://github.com/UrbanOS-Examples/common.git,,cost,https://github.com/UrbanOS-Examples/common/commit/69fd4d8b62e3504fbfdb27025a55441ee4655b47,SMRT-737 add ecr repo for aws-cost-exporter,other-addition-flags,
https://github.com/darogina/terragrunt-aws-modules.git,empty readme,bill,https://github.com/darogina/terragrunt-aws-modules/commit/c39c9a849f1632827d427cd995260116887800cd,Add cross-account Billing role,other-addition-billing,
https://github.com/darogina/terragrunt-aws-modules.git,,bill,https://github.com/darogina/terragrunt-aws-modules/commit/27d58efd23bb62e71533a99bd110848e4fe8b548,Add AssumeRoleBilling to administrators group,other-addition-billing,
https://github.com/darogina/terragrunt-aws-modules.git,,bill,https://github.com/darogina/terragrunt-aws-modules/commit/025b6526a72990d63eef67de1b0145847bc03067,Add consolidated billing alarm to organisation,other-addition-billing,
https://github.com/darogina/terragrunt-aws-modules.git,,bill,https://github.com/darogina/terragrunt-aws-modules/commit/9c84d03bde131e7f349dcd493ba5b7e55bf8ae2c,Replace CloudWatch billing alarm with AWS Budget,cost-awareness-alert,
https://github.com/cloudspout/Gefjun.git,"Control lamps, temperatur and everything related to my plants",cost,https://github.com/cloudspout/Gefjun/commit/665692a86bb65ddfa6c001f296c76c17288e2944,Lower costs by deactivating verbose logging & long archive period,cost-saving-feature,
https://github.com/xerris/terraform-eks-bootstrap.git,"This bootstrap allows you to create a VPC and subnets or pass by parameter existing VPC and subnets, also gives the possibility to create an RDS database and optional bastion host for accessing EKS worker nodes, if required. ",bill,https://github.com/xerris/terraform-eks-bootstrap/commit/2859645e5caa0b2b9fd839f8048c1e7d072cc0e9,updating billing type for node groups,other-refactor-billing,
https://github.com/xerris/terraform-eks-bootstrap.git,,bill,https://github.com/xerris/terraform-eks-bootstrap/commit/1d35d1c3e31d1f1bb779c740a7acb81d8cbb71cf,adding billing module,other-addition-billing,
https://github.com/AlexReisSantos/terraform-helm-release.git,Terraform module deployment helm chart k8s,efficient,https://github.com/AlexReisSantos/terraform-helm-release/commit/018a241244690283e634afceac524de04eb0dee1,The namespace will only be created if it does not exist. An efficient workaround to solve helm3's deficiency does not create namespaces.,other-false_positive,
https://github.com/cloudposse/terraform-aws-ecs-web-app.git,"Terraform module that implements a web app on ECS and supports autoscaling, CI/CD, monitoring, ALB integration, and much more.",pay,https://github.com/cloudposse/terraform-aws-ecs-web-app/commit/8c5e9fd655aca1bf6bfba12b932fc2999669ce61,"Update dependencies that we can use this module with aws provider 3.x (#78)

* Update dependencies that we can use this module with aws provider 3.x

* update README.md

* Update tests and actions

* access_logs_region not used anymore in terraform-aws-alb module

* remove from examples access_logs_region in alb module

* add context fix tests

* remove module.label, add context module.this

* use module.this.name cause of default is null in context

* update ecr module for tf 14.x support, fix tests for cw_autoscaling

* fix naming for container_environment and map_container_environment

Co-authored-by: Dmitrij Nikitenko <dn@paybis.com>",other-false_positive,
https://github.com/vx-labs/infra.git,This project uses <link> to transpile ContainerLinux config into JSON. It must be installed.,cost,https://github.com/vx-labs/infra/commit/302b243d09b58375efbff31c9e2dfc60c3d7bb7b,terraform: put all the nomad-agents behind a proxy to reduce costs,cost-saving-feature,
https://github.com/oracle-quickstart/oci-cis-landingzone-quickstart.git,Quickstart Terraform configuration for tenancy setup according to CIS OCI Foundations Benchmark.,cost,https://github.com/oracle-quickstart/oci-cis-landingzone-quickstart/commit/6a696dfa2dd5716a65b10fc3277cd9e994b8b30a,cost tracking tag set to true,fork-awareness-policy,
https://github.com/oracle-quickstart/oci-cis-landingzone-quickstart.git,,cost,https://github.com/oracle-quickstart/oci-cis-landingzone-quickstart/commit/e6fce932c806b12eeda73846bcaeac0a7403744d,File naming updated: using cost not gov,fork-false_positive,
https://github.com/oracle-quickstart/oci-cis-landingzone-quickstart.git,,cost,https://github.com/oracle-quickstart/oci-cis-landingzone-quickstart/commit/7247909ecd98c2d511316392f22cb3877f05250b,added policies for cost management,fork-awareness-policy,
https://github.com/oracle-quickstart/oci-cis-landingzone-quickstart.git,,cost,https://github.com/oracle-quickstart/oci-cis-landingzone-quickstart/commit/d60c4624b914d105751215510f84aef3b1a35a97,Added freeform_tags attr to cost_admin_group_name,other-addition-tags,
https://github.com/oracle-quickstart/oci-cis-landingzone-quickstart.git,,cost,https://github.com/oracle-quickstart/oci-cis-landingzone-quickstart/commit/7135a1fc6fa94662c5575bcdda2d7726684aa631,Rolled back cost tracking tag to true,other-refactor-tags,
https://github.com/kitchen/personal-terraform.git,This is some terraform code I've been using to manage some of my online stuff.,cost,https://github.com/kitchen/personal-terraform/commit/b0660183c95f4b938dbf33c5607381b8e4e2bd68,"add a shared vpc

I only want to create one cloud NAT instance as I think it costs me
money? Not entirely certain. shared VPC seems to be the way to do it","cost-awareness-networking-NAT, cost-increase-networking-NAT",
https://github.com/kitchen/personal-terraform.git,,pay,https://github.com/kitchen/personal-terraform/commit/e3d337caa558830f8e337d24edaab577ee9d43a2,"set up a load balancer for vault.kitchen.horse

I'm not sure I like this model.
I like the forwarding rule -> http/https proxy -> backends (by rules)
thing, but I think the mapping of proxy -> rule -> backend should be an
external resource so I can make one load balancer for everything in
gcp-central and just attach things to it. This would save me from having
to have a bunch of external IPs that I have to pay for, or from having
to centralize all of my load balancer configuration",cost-awareness-unknown,
https://github.com/kitchen/personal-terraform.git,,expense,https://github.com/kitchen/personal-terraform/commit/bc22c89eabce912e3bb5ced85348d37df351b06d,"turn off kitchen.horse public web services

sadly the forwarding rule and the global IP address are freaking EXPENSIVE.
Maybe I'll find another alternative at some point, but for now, it's wayyyyy too
much. $18/mo for this crap.

Not as bad as the ripoff NAT gateway fees, but close;.",cost-awareness-domain,
https://github.com/kitchen/personal-terraform.git,,expense,https://github.com/kitchen/personal-terraform/commit/fe1f2665b198308a438ec3d46b24843089df1a2a,turn off the NAT instance because suuuuuper expensive. Meh.,"cost-awareness-networking-NAT, cost-increase-networking-NAT",
https://github.com/koenighotze/koenighotze-gcp-base-setup.git,Base infrastructure for Koenighotze on Google Cloud Platform,bill,https://github.com/koenighotze/koenighotze-gcp-base-setup/commit/e21a2e66249c9d5c36aa8474b344e6561dcf0e0a,Activate cloud billing,other-addition-unknown,
https://github.com/koenighotze/koenighotze-gcp-base-setup.git,,bill,https://github.com/koenighotze/koenighotze-gcp-base-setup/commit/d4cc6965478bdc07884713cc89b0dae8c0afad4b,Activate cloud billing,other-addition-unknown,
https://github.com/koenighotze/koenighotze-gcp-base-setup.git,,bill,https://github.com/koenighotze/koenighotze-gcp-base-setup/commit/a3c16f1a4663f707c487500cce98357c5509298c,Setup iam for billing account,other-addition-unknown,
https://github.com/skyscrapers/terraform-vault.git,Terraform modules to setup Vault on AWS,pay,https://github.com/skyscrapers/terraform-vault/commit/4f2a643f9317b67fdea6e6849a4ef78291aea5a4,Switch dynamodb table to PAY_PER_REQUEST per skyscrapers/engineering#223 (#14),other-refactor-unknown,
https://github.com/skyscrapers/terraform-vault.git,,pay,https://github.com/skyscrapers/terraform-vault/commit/2ec5f4b6c05445caaddb190c09b9b104e831f8f6,"Migrate terraform code to 0.12 syntax (#15)

* Migrate terraform code to 0.12 syntax

As per https://github.com/skyscrapers/engineering/issues/252

I've also switched to using alb resources directly, without an intermediate module.

This introduces breaking changes that will require a major version bump in the new release

* Switch dynamodb table to PAY_PER_REQUEST per skyscrapers/engineering#223

 (#14)

* Fix submodule path

* Update documentation and add upgrade path

* Adjust some names to avoid unnecessary replacement

* Rework tags and tag everything

* Fix lifecycle of target groups

* Update tf code in examples

* Update test dependencies

* Update go version in tests task

* Update test deps again

* Install gcc dependency in test task

* Fix edge case with null values

- nulls are not yet supported in the teleport-bootstrap-script module

* Create a fake dependency on the dynamodb tables

Otherwise the destroy process doesn't go smooth

* Fix staging acme server version

* Clean up vault version in test ci task

* Fix acme server url on globaltable test as well

#facepalm",other-addition-billing,
https://github.com/stackabletech/t2.git,A platform that helps with integration tests and troubleshooting/support,pay,https://github.com/stackabletech/t2/commit/c78be86b02633079565cd682b88ca852b75fbd99,"cluster def can be posted as request payload, a default is provided",other-refactor-payload,
https://github.com/glenngillen/terraform-demo-cost-estimation-azure.git,empty readme but I think it is a calculator,expense,https://github.com/glenngillen/terraform-demo-cost-estimation-azure/commit/f29cf1138d21a2eba8aaccec3185e461cb8675bd,So expensive.,cost-increase-unknown,
https://github.com/glenngillen/terraform-demo-cost-estimation-azure.git,,expense,https://github.com/glenngillen/terraform-demo-cost-estimation-azure/commit/dfc9a7ea4a62b6e6c14e09b2f08c7fb5c63ca711,Very expensive!,cost-increase-unknown,
https://github.com/davidmaceachern/dev.git,Automated management of a VM which can be used as a Dev Box whilst staying within AWS Free Tier.,cost,https://github.com/davidmaceachern/dev/commit/cbcbc7dbf041d29c87e2fc0b3ee086f17fa7eeab,Terraform the cost budget.,other-addition-module,
https://github.com/acmucsd/tech-stack.git,Full documentation of the stack running all of ACM's software.,cost,https://github.com/acmucsd/tech-stack/commit/e78aad174927ca59a43a622d7e82f664e3005790,"Add Minecraft AWS instance provisioning config

Update cost table to reflect instance changes.

Ultimately, we've decided on hosting Minecraft on AWS simply because
we might be saving costs in the long term.",cost-awareness-provider,
https://github.com/william-goltz-calendar/RancherQuickstart.git,Quickly stand up an HA-style Rancher management server in your infrastructure provider of choice.,cost,https://github.com/william-goltz-calendar/RancherQuickstart/commit/90944271b4e8bd46e3d42ac64bc4964a33a8fdc3,"Updated server from t2 to t3

Due to better performance and cost savings updating from t2 to t3.",fork-saving-instance,
https://github.com/bjornhofer/vwan-test.git,Testing VWAN with Terraform,cost,https://github.com/bjornhofer/vwan-test/commit/41111f30cd0a720a3e55f0705a97dbd604673f3f,fixed incostence typo,other-addition-unknown,
https://github.com/mcgrof/kdevops_terraform.git,ansinle role to deploy kdevops terraform,pay,https://github.com/mcgrof/kdevops_terraform/commit/06e38879c8cec6333f425ddf8e10ed3c146881d5,"azure: rename fstest prefix to kdevops

Following the last commit's logic, do the same for azure.

I still see the same issue as before, with the public IPs being empty.
This is at least gainst the MS Azure portal, not the pay for service
one. Next, I will try the public pay for service one.

Anyway, this goes tested:

Apply complete! Resources: 14 added, 0 changed, 0 destroyed.

Outputs:

kdevops_hosts = [
  ""kdevops-1"",
  ""kdevops-2"",
]
kdevops_public_ip_addresses = [
  """",
  """",
]
login_using = [
  {
    ""value"" = ""                     kdevops-1  :  ssh mcgrof@  -i ~/.ssh/minicloud  ""
  },
  {
    ""value"" = ""                     kdevops-2  :  ssh mcgrof@  -i ~/.ssh/minicloud  ""
  },
]

Signed-off-by: Luis Chamberlain <mcgrof@kernel.org>",other-addition-unknown,
https://github.com/alstard/terraform.git,This repo contains examples and tests concerning terraform code and it's integration into the DPE AWS account with ConcourseCI,cheap,https://github.com/alstard/terraform/commit/17463f89d0801c30bbca8ad5f0c4ef7f6f15e49f,Switched to Amazon Linux - cheaper and CentOS like,cost-saving-provider,
https://github.com/nubisproject/nubis-terraform-cloudhealth.git,Cloud Health Deployment,pay,https://github.com/nubisproject/nubis-terraform-cloudhealth/commit/71ca504c0dabd823270597afec7787cb8ce6fc18,Move JSON payloads to their own files.,other-refactor-payload,
https://github.com/bhordupur/alibababacloud-terraform.git,empty readme,pay,https://github.com/bhordupur/alibababacloud-terraform/commit/2673b242e0a6c8e880b1a3f3dc4f32036ef75b22,Payment Type is changed to postpaid,other-refactor-flags,
https://github.com/Terraform-Projects/lead-terraform-Dashboard.git,This repository contains the Terraform automation to manage LEAD environments.,cost,https://github.com/Terraform-Projects/lead-terraform-Dashboard/commit/71a0250ad3aeed1da2b11734ac22c21831f3595d,updates for cost optimization - essential vs preemptive ASGs,cost-saving-feature,
https://github.com/ragul28/terraform-mulitcloud-k8s.git,Multi cloud k8s provisioning using terraform,cost,https://github.com/ragul28/terraform-mulitcloud-k8s/commit/dd4fa2e611d0817545900182fdf6fb39c660de99,AKS: Add  infracost support,other-addition-cost_calculator,
https://github.com/fecgov/fec-infrastructure.git,Terraform configuration and CircleCI for managing custom FEC infrastructure in AWS.,cost,https://github.com/fecgov/fec-infrastructure/commit/b40a02403e1337454888d78b3bd7518b59523fd5,"Add concourse pipeline.

Pairing with @ccostino",other-false_positive,
https://github.com/exekube/demo-grpc-project.git,A demo Exekube project that deploys a gRPC server and its REST client onto a GKE cluste,pay,https://github.com/exekube/demo-grpc-project/commit/f0118c3e019dc31eebda75b5d951c003ac38efc1,Update cluster-admin and demo-api / demo-payments chart versions,other-addition-unknown,
https://github.com/raghudevops53/terraform-payment.git,empty readme,pay,https://github.com/raghudevops53/terraform-payment/commit/2622c59b409122dbd08865c8ce148f66d0e36260,Update terraform-project/terraform-payment/,other-false_positive,
https://github.com/raghudevops53/terraform-payment.git,,pay,https://github.com/raghudevops53/terraform-payment/commit/b307e21117aefc68344cccd6ceea03178b977cef,Update terraform-project/terraform-payment/,other-false_positive,
https://github.com/raghudevops53/terraform-payment.git,,pay,https://github.com/raghudevops53/terraform-payment/commit/f8547ce5f4d9abca1573d0fc694635132476bd70,Update terraform-project/terraform-payment/,other-false_positive,
https://github.com/pangealab/pegasus.git,Terraform with Amazon Provider Rancher RKE (Rancher Kubernetes Engine),cost,https://github.com/pangealab/pegasus/commit/90944271b4e8bd46e3d42ac64bc4964a33a8fdc3,"Updated server from t2 to t3

Due to better performance and cost savings updating from t2 to t3.",fork-saving-instance,
https://github.com/dropseed/pullapprove-enterprise.git,PullApprove lets teams build automated code review workflows. ,bill,https://github.com/dropseed/pullapprove-enterprise/commit/76e7fd062c495daacd2ecaca9eece7d027c91f5a,Add billing and availability API options for hosted service,other-addition-billing,
https://github.com/mambotangu/mamz-cloud-foundation.git,This is an example repo showing how SADA can use Terraform modules to build a secure GCP foundation,bill,https://github.com/mambotangu/mamz-cloud-foundation/commit/329a935f6d9f7b2917213a76a1277c6969df67e4,mothballing billing atm,other-removal-modules,
https://github.com/mambotangu/mamz-cloud-foundation.git,,bill,https://github.com/mambotangu/mamz-cloud-foundation/commit/28cb59105b516edc3bafa20e2f429a88594f7a17,Modularize the billing export,fork-addition-vars,
https://github.com/mambotangu/mamz-cloud-foundation.git,,bill,https://github.com/mambotangu/mamz-cloud-foundation/commit/213de9f7494f2cd4c37f95974231320bdce1dc87,add billing export variables,fork-addition-vars,
https://github.com/mambotangu/mamz-cloud-foundation.git,,bill,https://github.com/mambotangu/mamz-cloud-foundation/commit/ccd76152996d46c2f4feafcf2abec29384446f8f,Added billing alertd to shared tier.,cost-awareness-alert,
https://github.com/chtest0410/tf1.git,"Lots of Terraform recipes for doing things, aimed for copy and pasting into projects.",cost,https://github.com/chtest0410/tf1/commit/803640f6e77857520f69700ccc27c772ee7564e4,"Minecraft (#18)

Minecraft recipe

Features

Runs itzg/minecraft-server Docker image
Preemtible VM (cheapest), shuts down automatically within 24h if you forget to stop the VM
Reserves a stable public IP, so the minecraft clients do not need to be reconfigured
Reserves the disk, so game data is remembered across sessions
Restricted service account, VM has no ability to consume GCP resources beyond its instance and disk
2$ per month
Reserved IP address costs: $1.46 per month
Reserved 10Gb disk costs: $0.40
VM cost: $0.01 per hour, max session cost $0.24",fork-awareness-instance,
https://github.com/jtaylormayfield/tf-omega.git,Linux Academy offers a plethora of courses designed to help people get into cloud automation,bill,https://github.com/jtaylormayfield/tf-omega/commit/22cb926f254a26602629724ea759c31177c2f7be,Added email lambda and SNS for billing and autoscale.,other-addition-billing,
https://github.com/Crown-Commercial-Service/digitalmarketplace-aws.git,This repository contains configuration and utility tools we use for setting up our infrastructure and manage our release process.,cost,https://github.com/Crown-Commercial-Service/digitalmarketplace-aws/commit/9928d58017829d85789bdf45f467b6d32c6354b2,"Raise log streaming lambda function timeout to 10s

We've seen some occasional (a few per day) timeouts on the log
streaming lambda functions likely caused by slow Elasticsearch
responses.

Raising the timeout value from 5s to 10s might help reduce the number
of failed runs. We don't want a very high timeout value since if
Elasticsearch at any point starts to respond to requests very slowly
our functions will spend more time waiting which can very quickly
raise the AWS Lambda costs.",cost-awareness-provider,
https://github.com/Crown-Commercial-Service/digitalmarketplace-aws.git,,expense,https://github.com/Crown-Commercial-Service/digitalmarketplace-aws/commit/1f898f16db16204905557b96602ab6f9832f2606,"Remove alarms for requests taking 5-10s

This alarm is triggered every hour by a scraper, and intermittently at
other times by scripts that call expensive API operations. We don't do
anything when the alert goes off and it's causing alert fatigue so turn
it off.",other-addition-module,
https://github.com/levmichael3/terraform.git,empty readme,cost,https://github.com/levmichael3/terraform/commit/def9d84d743c45c5071024d17db0a8f2a4eaba5f,"placeholder, too long...",other-false_positive,
https://github.com/robgeiner/hello-containers-20171114184238928.git,empty readme,bill,https://github.com/robgeiner/hello-containers-20171114184238928/commit/0368a0c7e83d1d660033561a23d0cc2d83df71c5,add billing code to bastion.... enven that it's not currently accepted by the module,other-addition-modules,
https://github.com/vuvuzella/jt-aws-serverless-app.git,this repo contains an example of a lambda function development scaffolding,cost,https://github.com/vuvuzella/jt-aws-serverless-app/commit/53d023dc22daa7b4181b8ea51ce72c6b857aa553,"removed codebuild because it's hella expensive
added .circleci to use circleci for ci instead",cost-saving-feature,
https://github.com/utilitywarehouse/tf_telecom.git,A collection of modules used by telecom to keep terraform clean,cost,https://github.com/utilitywarehouse/tf_telecom/commit/17007456991c1a8faa26b1f4ac993883f577d124,"feat: Cold Storage for S3 (#15)

adds functionality to move old s3 objects into
cold storage for cost saving",cost-saving-storage,
https://github.com/hmcts/cnp-module-app-service-plan.git,Terraform Module for creating a shared Application Service Plan.,pay,https://github.com/hmcts/cnp-module-app-service-plan/commit/e55f546d1fbe5e9e4df97e748073f923968d9b7b,uncomment-fees-pay-build,other-addition-unknown,
https://github.com/danielpodwysocki/infra.git,Terraform repository containing all of the infrastructure for dapo.tech and development purposes.,cost,https://github.com/danielpodwysocki/infra/commit/d8cb608a3c38868c99d4e7868488162b81f8fb06,"feat: remove kubernetes nodes, downgrade Xardas hardware to save costs",cost-saving-provider,
https://github.com/cds-snc/terraform-modules.git,This repo is a collection of modules made by folks at CDS. ,cost,https://github.com/cds-snc/terraform-modules/commit/75fc899c58848b290a31ff92bab92c27b3f6bf53,"feat: S3 delete marker replication status (#110)

Update to allow the S3 bucket's replication rule to specify if delete
markers are replicated to the destination bucket.

This is being done to support the Cloud Based Sensor so that
satellite buckets can have a shorter expiration time and save
storage costs.",cost-saving-storage,
https://github.com/rribeiro1/terraform-aws-budget-alarms.git,A Terraform module that creates AWS Budgets for your resources and the AWS Chatbot integration allows you to receive the alerts in your designated Slack channel.,bill,https://github.com/rribeiro1/terraform-aws-budget-alarms/commit/cd81824b92fb7205071ca00359ce4bd86412af10,"Billing alert changes (#9)

* Add chatbot integration",cost-awareness-alert,
https://github.com/FairwindsOps/terraform-vpc.git,Terraform module to create an AWS VPC,efficient,https://github.com/FairwindsOps/terraform-vpc/commit/d33edac2ceb5e7bfaa8cbb6b01b2c35dc68dbad8,"Added refactor supporting multiple AZs

This supports 2, 3 & 4 AZs by using another module inside the ""single-cluster"" module.

This method does not allow for scaling a cluster AZ footprint but would support different
types of VPC architectures for accommodating subnet sizes and efficient usage of IPv4
space.",other-refactor-unknown,
https://github.com/sammaritan12/terraform-personal-website.git,Infrastructure repo for the creation of a personal website.,cheap,https://github.com/sammaritan12/terraform-personal-website/commit/b7d9c92e0960fd067d9fa0f520da027a581b702e,"Remove cert validation in terraform - will do it in namecheap

- Need an automatic email redirect and namecheap provides this automatically",other-false_positive,
https://github.com/sammaritan12/terraform-personal-website.git,,cheap,https://github.com/sammaritan12/terraform-personal-website/commit/068c9515909d448f4f8cc80757653df6e7a2477f,Remove more cert validation as that's done in namecheap,other-false_positive,
https://github.com/sammaritan12/terraform-personal-website.git,,cheap,https://github.com/sammaritan12/terraform-personal-website/commit/7353415164c56051e08438fe1bacab24c91f6ced,"Add back acm cert validation on cloudfront acm cert

- Can wait on it but done in namecheap",other-false_positive,
https://github.com/sammaritan12/terraform-personal-website.git,,cheap,https://github.com/sammaritan12/terraform-personal-website/commit/446175b95dd939e57ca9cf72e5cdbcfa8f8f6b78,"Remove hosted zone because it's not being used

- Changed to namecheap",other-false_positive,
https://github.com/willfarrell/terraform-logs-module.git,Bucket for logs with lifecycle archiving,cost,https://github.com/willfarrell/terraform-logs-module/commit/545b0bb763a4dbaab6b262c4b9642767e2434d07,docs: costing,cost-awareness-policy,
https://github.com/nilessssh/bp.git,empty readme,pay,https://github.com/nilessssh/bp/commit/e811cce588263128c5fc395231ebed7744363e81,terraform for bigpay,other-false_positive,
